time,eta_linear,eta_superharmonic,eta_subharmonic,eta_nonlinear,phi_linear,phi_superharmonic,phi_subharmonic,phi_nonlinear,u_linear,u_superharmonic,u_subharmonic,u_nonlinear,w_linear,w_superharmonic,w_subharmonic,w_nonlinear
426.6,-3.05616597529622e-06,1.66622922100534e-12,0.00161841568944361,0.00161535952513454,7.62242312717908e-05,4.43722981657626e-11,1.26012526136487,1.26020148564052,-2.32830433668114e-06,1.61751594036056e-14,0.00106332228124387,0.00106099397692337,-1.12497576809534e-06,1.00468835515832e-11,9.56662564821473e-05,9.45412907609356e-05
427.2,-2.81821127002452e-06,1.77122936288018e-12,0.00164152198127665,0.00163870377177785,0.000110479668071961,7.30704976160398e-12,1.25184591283512,1.25195639251049,-3.64690468121632e-06,-8.32985270957315e-13,0.0010786910759303,0.0010750441704161,3.47396919073753e-06,-1.12356024393206e-11,8.25364350779764e-05,8.60103930331115e-05
427.8,-1.79692611435214e-06,1.57957121519573e-12,0.00166079557938327,0.00165899865484849,0.000136974527421528,3.1682388438931e-12,1.24346055603163,1.24359753056222,-1.48208022662459e-06,2.4548770809055e-12,0.00109155553400414,0.00109007345623239,-4.50898886134852e-07,5.51136220254912e-12,7.08736695854732e-05,7.04227762107006e-05
428.4,-1.37617250084132e-06,2.69103109295662e-13,0.0016767196529399,0.00167534348070816,0.000160936461629601,-2.2101796369459e-11,1.23498734201923,1.23514827845875,-2.47656847167311e-06,-3.81774115165774e-12,0.00110223517210597,0.00109975859981655,3.36390923430733e-06,-6.30860789396993e-12,6.05976752855582e-05,6.39615782112576e-05
429,-3.69971000138336e-07,8.26411727463823e-13,0.00168974738498185,0.00168937741480812,0.000176908535000553,-1.77544534359946e-11,1.22644204407396,1.22661895259121,-5.10638377985807e-07,2.682728175627e-12,0.0011110291842835,0.00111051854858824,-2.01390372773902e-07,1.64028922507011e-12,5.1622256561227e-05,5.14208678287423e-05
429.6,1.26882947512716e-08,-7.01283799912076e-13,0.00170030028955797,0.00170031297715144,0.000190004235631285,-2.81364475798311e-11,1.21783821470124,1.21802821890874,-1.38702398933127e-06,-4.41509196893176e-12,0.00111821535429544,0.00111682832589102,2.97135674668538e-06,-1.76824600673095e-12,4.38566822160329e-05,4.68280371944723e-05
430.2,8.22294396787493e-07,3.27430858897803e-14,0.00170876700002881,0.00170958929445834,0.000196008262574104,-1.63788828361618e-11,1.2091873499806,1.20938335822679,3.0628848970421e-07,1.65988641635973e-12,0.0011240492852501,0.0011243555753997,-3.00199335124926e-07,-1.12047902889711e-12,3.72070280117649e-05,3.6906827556161e-05
430.8,1.01574863666843e-06,-9.50848760491945e-13,0.00171550251372302,0.00171651826140884,0.000199888908403615,-1.58921942118928e-11,1.20049905887951,1.20069894777202,-5.44511378975126e-07,-3.07246736822042e-12,0.00112876393618256,0.00112821942173112,2.42596140817792e-06,1.53580835070068e-12,3.15774718997633e-05,3.40034348437496e-05
431.4,1.5384313423821e-06,-5.03344569825575e-13,0.00172082787337976,0.0017223663042188,0.000198231754494063,-7.40696060750896e-13,1.19178123526599,1.19197946701974,9.04838849893779e-07,1.87262178945187e-13,0.00113256945195355,0.0011334742909907,-5.88740109951887e-07,-2.74364728709651e-12,2.68715286329477e-05,2.62827857793485e-05
432,1.45297243669262e-06,-5.81909980651606e-13,0.00172503026146521,0.00172648323331999,0.000195804416231672,5.08900947836223e-12,1.18304023046055,1.18323603488187,3.59858645625297e-08,-4.63583642335928e-13,0.00113565326993918,0.00113568925534016,1.76229121095108e-06,3.31435562385575e-12,2.29932117873079e-05,2.47555063126146e-05
